name,brand,price,processor,Ram,Ram_type,ROM,ROM_type,GPU,OS,display_size,resolution_width,resolution_height,warranty,image_url,buy_url,source
"Lenovo 14 (2025), Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MSO 2021",Lenovo,46990.0,Intel Core I3 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/61-Jzr+piWL._SL500_.jpg,,amazon
"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Arctic Grey/1.65 Kg), 82YU00W7IN",Lenovo,44800.0,Amd Ryzen 3 7320U,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/41yHIEqovQL._SL500_.jpg,,amazon
"Lenovo V15 G6 AMD Ryzen 7 170 15.6"" (39.62cm) FHD Thin and Light Business Laptop (16GB RAM DDR5/ 512GB SSD/Windows 11/ MS Office 2024/ AMD Radeon Graphics/ 3-Cell Battery/Luna Grey/ 1.6 kg)",Lenovo,64999.0,Amd Ryzen 7 170,16.0,DDR5,512.0,SSD,Amd Radeon Graphics,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/712HIme8bnL._SL500_.jpg,,amazon
"HP 14 (2025), Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Ash Grey/1.4 kg/MS Office 2021",HP,54610.0,Intel Core I5 13Th,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/71nuFCWQRxL._SL500_.jpg,,amazon
"HP Intel Core i5 10th Gen - (8 GB/256 GB SSD/DOS) Thin and Light Business Laptop/14.0"" HD/Black 1.4 Kg/",HP,58900.0,Intel Core I5 10Th,8.0,DDR4,256.0,SSD,Intel Iris Xe,DOS,14.0,1366,768,1,https://m.media-amazon.com/images/I/71zjvvKWrgL._SL500_.jpg,,amazon
"Lenovo V15 Intel Core i3 13th Gen (8 GB DDR5 RAM/512GB SSD/Windows 11 Home/MS-Office/Iron Grey) 15.6"" FHD (1920x1080) Antiglare 250 Nits Thin & Light Laptop/1Y Onsite",Lenovo,59990.0,Intel Core I3 13Th,8.0,DDR5,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71RZDi-9tVL._SL500_.jpg,,amazon
"DELL i3 10th Gen - (4 GB/256 GB SSD/Intel UHD Graphics) Thin and Light Business Laptop/14.0"" Display/Ice Blue/1.4 kg",Dell,46000.0,Intel Core i5,8.0,DDR4,256.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1366,768,1,https://m.media-amazon.com/images/I/91IHnG21p4L._SL500_.jpg,,amazon
"Lenovo 14 (2025), Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MSO 2021",Lenovo,59999.0,Intel Core I3 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/61NC-CtwpbL._SL500_.jpg,,amazon
"HP Professional 15 (2026), Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Backlit/Turbo Silver/1.5kg/MSO 2021",HP,58900.0,Intel Core I5 13Th,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71zO9msJL7L._SL500_.jpg,,amazon
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (Free MS Office) Lifetime (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) 1 Year Brand Warranty",Lenovo,59999.0,Amd Ryzen 7 7730U,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51N1Bqiw7wL._SL500_.jpg,,amazon
"ASUS Vivobook Go 15, AMD Ryzen 5 7520U Thin & Light Laptop(AMD Radeon iGPU/8GB RAM/512GB SSD/FHD/15.6""/60Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Mixed Black/1.63 Kg) E1504FA-NJ133WS",ASUS,47249.0,Amd Ryzen 5 7520U,8.0,DDR4,512.0,SSD,Amd Radeon Igpu,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61ceJMf3giL._SL500_.jpg,,amazon
"Acer Travel Lite (2026) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) TL04-51M Thin and Light Laptop/14.0"" FHD Display/Black/1.4 Kg/MSO 2021/3 Years Warranty",Acer,54990.0,Intel Core I5 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/71a8aUld7nL._SL500_.jpg,,amazon
"Acer Travel Lite (2026) Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) TL04-51M Thin and Light Laptop/14.0"" FHD Display/Black/1.4 Kg/MSO 2021/3 Years Warranty",Acer,50990.0,Intel Core I5 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/71a8aUld7nL._SL500_.jpg,,amazon
"HP 15 (2026), AMD Ryzen 7 Octa Core 7735U - (16 GB DDR5/512 GB SSD/AMD Radeon 680M Graphics/Windows 11 Pro) Thin & Light Business Laptop/15.6"" FHD Display/Backlit + Fingerprint/Silver/1.5kg/MS Office",HP,57610.0,Intel Core i5,16.0,DDR5,512.0,SSD,Amd Radeon 680M,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71gGeGiFNKL._SL500_.jpg,,amazon
"Lenovo 14 (2025), AMD Ryzen 3 7320U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Silver/1.4 kg/MS Office 2021",Lenovo,44800.0,Amd Ryzen 3 7320U,8.0,DDR4,512.0,SSD,Amd Radeon Graphics,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/61DIi-Z-B7L._SL500_.jpg,,amazon
"ASUS Vivobook Go 14 (2026),AMD Ryzen 3 30 Processor,AMD Radeon iGPU,8GB RAM,512GB SSD,FHD,14"" (35.5 cm),Windows 11,M365 Basic(1Y)* Office 2024,Green Gray,1.38 Kg,E1404FA-EB1236WS,Thin & Light Laptop",ASUS,46990.0,Amd Ryzen 3 30,8.0,DDR4,512.0,SSD,Amd Radeon Igpu,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/719QlaWCUxL._SL500_.jpg,,amazon
"ASUS Vivobook 15 (2026),AMD Ryzen 5 150,Fingerprint Sensor,16GB RAM, 512GB SSD,FHD, 15.6"", (39.6 cm),Windows 11,M365 Basic(1 Year)* Office 2024,Quiet Blue,1.70 kg,M1502NAQ-BQ118WS,Thin & Light Laptop",ASUS,56990.0,Amd Ryzen 5 150,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/7163qvOBzlL._SL500_.jpg,,amazon
"Acer Aspire Lite, AMD Ryzen3-5400U, Office 2024 + M365 Basic,8GB RAM, 512GB SSD, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-41, Metal Body, Premium Thin and Light Laptop",Acer,44499.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51NDZweONYL._SL500_.jpg,,amazon
"HP Professional 15 (2026), Intel (i3 14th Gen) Core 3 100U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin & Light Business Laptop/15.6"" Display/Turbo Silver/Copilot Key/1.5kg/MS Office",HP,47710.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/71WkOmHe4gL._SL500_.jpg,,amazon
"Lenovo Yoga Slim 7, Intel Core Ultra 7 155H, 16GB RAM, 512GB SSD, WUXGA-OLED, AI PC 14""/35.5cm, Windows 11, Office Home 2024, Grey, 1.39Kg, 2Wx4 Speakers, 1Yr ADP Free, 83CV009XIN, AI Powered Laptop",Lenovo,91990.0,Intel Core Ultra 7,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71T7ZQKmmBL._SL500_.jpg,,amazon
"Lenovo V14 G4 (2024), Intel Core i3 13th Gen 1315U - (8 GB DDR5/512GB SSD/Intel UHD Graphics/Windows 11) Thin and Light Smart Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office",Lenovo,52999.0,Intel Core I3 13Th,8.0,DDR5,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/71lPTdSb-4L._SL500_.jpg,,amazon
"HP 15 (2026), AMD Ryzen 5 Hexa Core 7535U - (16 GB DDR5/512 GB SSD/AMD Radeon 660M Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/Copilot Key/1.5kg/MS Office",HP,57610.0,Intel Core i5,16.0,DDR5,512.0,SSD,Amd Radeon 660M,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71M5woOqR1L._SL500_.jpg,,amazon
"Lenovo ThinkBook 15 AMD Ryzen 3 5300U 15.6"" (39.62cm) FHD 220 Nits Antiglare Thin and Light Laptop (8GB/256GB SSD/Windows 11/MS Office/Mineral Grey/1.7 Kg), 21A4A09SIH",Lenovo,57500.0,Amd Ryzen 3 5300U,8.0,DDR4,256.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61Dh8r-jRHL._SL500_.jpg,,amazon
"HP Laptop 250R G9 (2024), Intel Core i3 13th Gen 1315U - (8GB/512GB SSD/Intel UHD Graphics/DOS) Thin and Light Business Laptop/15.6"" (39.62cm)/Ash Grey/1.57 kg",HP,47710.0,Intel Core I3 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,DOS,15.6,1366,768,1,https://m.media-amazon.com/images/I/71Z8mjuvGmL._SL500_.jpg,,amazon
"Acer Aspire One, Intel Core Celeron N4500, Office 2024 + M365 Basic, 12GB LPDDR4X RAM/ 500GB SSD, 14.0""/35.56cm TN HD Display, Win 11 Home, Pure Silver, 1.3KG, A114-45, Thin and Light Laptop",Acer,40499.0,Intel Core i5,12.0,LPDDR4X,500.0,SSD,Intel Iris Xe,Windows 11,14.0,1366,768,1,https://m.media-amazon.com/images/I/41XJEVuzpPL._SL500_.jpg,,amazon
"HP Pavilion Plus, 13th Gen Intel Core i5-1335U Laptop (16GB DDR5, 512GB SSD) IPS WUXGA Anti-Glare, 14""/35.6cm, Win 11, MS Office, Silver, 1.44kg, Intel Iris Xe Graphics, 5MP IR Camera, ew0116TU/0107tu",HP,82799.0,Intel Core I5-1335U,16.0,DDR5,512.0,SSD,Intel Iris Xe,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/71KR4mF8JLL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office Home 2024/1 Year ADP Free/Grey/1.6Kg) 82R400XSIN",Lenovo,45999.0,Amd Ryzen 5 5500U,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/61TWIptF7zL._SL500_.jpg,,amazon
"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11/Arctic Grey/1.65 Kg), 82YU00W7IN",Lenovo,44999.0,Amd Ryzen 3 7320U,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/41bEIS2vQ-L._SL500_.jpg,,amazon
"ASUS Vivobook 15 (2026),Intel Core 3 100U,Intel iGPU, 16GB RAM, 512GB SSD, FHD, 15.6""(39.6 cm),Windows 11 Home,M365 Basic(1 Year)* Office 2024,Cool Silver, 1.7 Kg,X1504VAP-BQ1341WS,Thin & Light Laptop",ASUS,63990.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/716Eix+3A0L._SL500_.jpg,,amazon
"HP 15 (2026), AMD Ryzen 5 Hexa Core 7535U - (16 GB DDR5/512 GB SSD/AMD Radeon 660M Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/Copilot Key/1.5kg/MS Office",HP,58410.0,Intel Core i5,16.0,DDR5,512.0,SSD,Amd Radeon 660M,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71ZMszffuBL._SL500_.jpg,,amazon
"ASUS Vivobook S16,14th Gen, Intel Core 5-210H,Metallic Design Laptop(Intel UHD iGPU/16GB RAM/512GB SSD/FHD+/16""/144Hz/Windows 11/M365 Basic(1Year)*/Office Home 2024/Silver/1.7Kg) S3607VA-RP114WS",ASUS,63190.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71337i0ZsVL._SL500_.jpg,,amazon
"acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light Laptop, Backlit Keyboard, (14 Inch, Steel Gray, 1.45 Kg)",Acer,43990.0,Intel Core I3 12Th,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51-1CpzQjKL._SL500_.jpg,,amazon
"HP Professional 15 (2025) Intel Core 3-100U 8GB RAM 512GB SSD 15.6"" FHD Windows 11 Pro MS Office Silver 1.65 kg Thin & Light Laptop with FHD Camera and Privacy Shutter G10",HP,45800.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/617HOHqb74L._SL500_.jpg,,amazon
"HP Laptop 250R G9 (2024), Intel Core i3 13th Gen 1315U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" (39.62cm)/Ash Grey/1.57 kg/MS Office 2021",HP,49810.0,Intel Core I3 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/71Z8mjuvGmL._SL500_.jpg,,amazon
"Lenovo 14 (2025), Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MS Office 2021",Lenovo,59900.0,Intel Core I3 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/51YXd+ACLXL._SL500_.jpg,,amazon
"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021",Lenovo,61900.0,Intel Core I5 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/51ONzUTpdEL._SL500_.jpg,,amazon
"MSI Prestige 13 AI Evo, Intel 1st Gen. Core Ultra 5 125H, Built-in AI, 34CM 2.8k OLED Thin and Light Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Intel Arc Graphics, /Stellar Grey/0.99Kg), A1MG-052IN",MSI,91990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Arc Graphics,Windows 11,15.6,2880,1800,1,https://m.media-amazon.com/images/I/71gzlsmf6+L._SL500_.jpg,,amazon
"HP 15 (2026) Business Laptop with Copilot Key – AMD Ryzen 3 7335U Quad Core, 8GB RAM, 512GB SSD, 15.6"" FHD Display, Windows 11 Pro, Thin & Light, Turbo Silver 1.5 Kg",HP,44250.0,Amd Ryzen 3 7335U,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61uKJWnakCL._SL500_.jpg,,amazon
"acer Aspire Lite, 13th Gen, Intel Core i3-1305U, 16GB RAM, 512GB SSD, Full HD 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop",Acer,48990.0,Intel Core I3-1305U,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81A-ZqCxtlL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 3 13th Gen Core i7-13620H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/MSO 365 Basic+Office 2024/1Yr ADP Free/Grey/1.6Kg), 83K100S1IN",Lenovo,83000.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.3,1920,1080,1,https://m.media-amazon.com/images/I/71K-77wHn2L._SL500_.jpg,,amazon
"Lenovo ThinkBook 16, AMD Ryzen 5 220, 16GB RAM, 512GB SSD, WUXGA IPS 16” (40.64cm), Windows 11 Home, Arctic Grey, 1.7Kg, 21UTA01JIG, Fingerprint, Backlit, 400 Nits, 1Y Warranty, Laptop",Lenovo,99990.0,Amd Ryzen 5 220,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/511EukRBJzL._SL500_.jpg,,amazon
"Lenovo V14 G4 (2024), Intel Core i3 13th Gen 1315U - (16GB DDR5 /512GB SSD/Intel UHD Graphics/Windows 11) Thin and Light Smart Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office",Lenovo,59999.0,Intel Core I3 13Th,16.0,DDR5,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/51bHvUvWrnL._SL500_.jpg,,amazon
"Lenovo ThinkBook 16, Intel Core Ultra 5 225U, 16GB RAM, 1TB SSD, WUXGA IPS 16”(40.64cm), Windows 11 Home, Arctic Grey, 1.7Kg, 21SKA0FTIG, Fingerprint, Backlit, 300 Nits, 1Y Warranty, AI Powered Laptop",Lenovo,88990.0,Intel Core Ultra 5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/511EukRBJzL._SL500_.jpg,,amazon
"MSI Modern 14, Intel 13th Gen. Core i3 1315U,14” Inch (36CM) FHD 60Hz Thin & Light Business Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Intel UHD/Classic Black/1.4Kg), C13M-1465IN",MSI,44990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/61O737i7QeL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.46Kg),83BF0043IN",Lenovo,69999.0,Intel Core I5 12450H,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/612ealjuNbL._SL500_.jpg,,amazon
"Lenovo ThinkBook 16, AMD Ryzen 5 220, 16GB RAM, 1TB SSD, WUXGA IPS 16” (40.64cm), Windows 11 Home, Arctic Grey, 1.7Kg, 21UTA01HIG, Fingerprint, Backlit, 400 Nits, 1Y Warranty, Laptop",Lenovo,109990.0,Amd Ryzen 5 220,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/511EukRBJzL._SL500_.jpg,,amazon
"Lenovo IdeaPad 1 15ALC7 AMD Ryzen 5 5500U 15.6"" FHD Thin and Light Laptop (8GB/512GB SSD/Integrated AMD Radeon Graphics/Windows 11 Home/Office Home 2024/1Yr ADP Free/Cloud Grey/1.61Kg), 82R4011PIN",Lenovo,45899.0,Amd Ryzen 5 5500U,8.0,DDR4,512.0,SSD,Amd Radeon Graphics,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61D4SyYwyGL._SL500_.jpg,,amazon
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021",Lenovo,44999.0,Intel Core I3 12Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/51aoXk4rzXL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 3 Intel Celeron N4020 14'' (35.56cm) HD Thin & Light Laptop (4GB/256GB SSD/Windows 11/MS Office 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.5Kg), 81WH007KIN",Lenovo,29999.0,Intel Celeron N4020,8.0,DDR4,256.0,SSD,Intel Iris Xe,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/61s7sJEpsVL._SL500_.jpg,,amazon
"Lenovo Yoga Slim 7 Aura Edition Intel Evo Core Ultra 7 258V (32GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Copilot+ PC/Windows 11/MSO 365 Basic+Office 2024+Lenovo AI Now/Seashell/1.19Kg), 83JX00EUIN",Lenovo,155990.0,Intel Core i5,32.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71Scci8HRYL._SL500_.jpg,,amazon
"HP 255 G10, AMD Ryzen 3 7320U Quad Core -(DOS 16 GB RAM /512 GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/15.6"" HD Display/Turbo Silver/1.5 Kg",HP,49999.0,Amd Ryzen 3 7320U,16.0,DDR4,512.0,SSD,Amd Radeon Graphics,DOS,15.6,1366,768,1,https://m.media-amazon.com/images/I/51M4AUd-1OL._SL500_.jpg,,amazon
"Lenovo V15 AMD Ryzen 7 7730U, 15.6"" FHD Laptop (250 nits, Anti-Glare), 16GB RAM, 512GB SSD, Windows 11, MS Office Lifetime, Iron Grey, 1-Year Warranty.",Lenovo,59999.0,Amd Ryzen 7 7730U,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/611OujQHO-L._SL500_.jpg,,amazon
"Lenovo ThinkBook 16 Ryzen 3 16"" WUXGA IPS Antiglare 300 Nits Thin and Lit Laptop (16GB RAM/512GB SSD/Window 11/Ms-Office Lifetime Validity,1 Year Onsite Brand Warranty/Fingerprint/Arctic Grey/1.7 kg)",Lenovo,54999.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51+50luRJkL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SDD/Windows 11/Office 2021/2Yr Warranty/Arctic Grey/1.65Kg), 82H801LHIN",Lenovo,37399.0,Intel Core I3 11Th,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/616vuVia5PL._SL500_.jpg,,amazon
"D E L L Inspiron 3530 Thin & Light Laptop, 13th Gen Core i5-1334U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD Display, Standard Keyboard, Win 11+MSO'24 & 15 Month McAfee, Carbon Black, 1.62kg",D,63499.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,2560,1600,1,https://m.media-amazon.com/images/I/61WrZ+jsgQL._SL500_.jpg,,amazon
"Lenovo V15 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Iron Grey/1.7 kg/MS Office 2021",Lenovo,52990.0,Intel Core I3 12Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51QcoBERxVL._SL500_.jpg,,amazon
"Lenovo Yoga Slim 7 Aura Edition Intel Evo Core Ultra 5 226V (16GB RAM/512GB SSD/14 (35.5cm)/WUXGA OLED/Copilot+ PC/Windows 11/MSO 365 Basic+Office 2024/1Yr ADP/Luna Grey/1.19Kg), 83JX00CSIN AI Laptop",Lenovo,122990.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81-s1am-uQL._SL500_.jpg,,amazon
HP 245 AMD R5 8GB 512GB DOS 14-inch 1.36kg,HP,43690.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,DOS,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81X61ewuNUL._SL500_.jpg,,amazon
"Primebook 2 Max (2026) | 8GB RAM, 256GB UFS Storage | 15.6-Inch Full HD IPS Display | 12hrs Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI (Gray)",Primebook,27990.0,Intel Core i5,8.0,DDR4,256.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51JTBldTCXL._SL500_.jpg,,amazon
"Lenovo {SmartChoice Chromebook, Intel Celeron N4500, 4GB RAM, 64GB eMMC, HD, 11.6""/29.46cm, Chrome OS, Blue, 1.21Kg, 2Wx2 Stereo Speakers, HD Camera, 82UY0014HA, Laptop",Lenovo,17990.0,Intel Celeron N4500,4.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,11.6,1366,768,1,https://m.media-amazon.com/images/I/61aQ9BYq89L._SL500_.jpg,,amazon
"BrowseBook 14.1"" FHD IPS Laptop | Best Student & Office Work Laptop | Celeron N4020 | 8GB RAM | 256GB SSD | Windows 11 | 38Wh | 1.3kg | Grey",Browsebook,18990.0,Intel Core i5,8.0,DDR4,256.0,SSD,Intel Iris Xe,Windows 11,14.1,1920,1080,1,https://m.media-amazon.com/images/I/71h+7L8gcrL._SL500_.jpg,,amazon
Ultimus Pentium Quad Core Laptop|Dual Storage eMMC+SSD Expandable~1TB|1.2Kg|180° Hinge|Win 11 Home|4GB RAM 128GB|Ultra-Thin Bezel|2.0x1 3.0x1 USB HDMI SD Card Slot | ‎Dual Speaker|Gray|NU14U8INB43SN,Mi,13990.0,Intel Core i5,4.0,DDR4,1024.0,SSD,Intel Iris Xe,Windows 11,15.6,2560,1600,1,https://m.media-amazon.com/images/I/71A9yCXgOnL._SL500_.jpg,,amazon
